date,transaction_id,merchant_segment,business_unit,acquisition_channel,sessions,converted,revenue,customer_acquisition_cost,feature_launch_period
2024-11-14,TXN_006680,Enterprise,Latin America,Paid Search,1,1,705.77,36.4,0
2024-11-14,TXN_006681,Startup,Europe,Direct,1,1,88.8,4.03,0
2024-11-14,TXN_006682,Small Business,Europe,Referral,1,0,0,11.51,0
2024-11-14,TXN_006683,Enterprise,Asia Pacific,Organic Search,1,1,625.23,14.55,0
2024-11-14,TXN_006684,Small Business,Latin America,Email,1,0,0,5.12,0
2024-11-14,TXN_006685,Enterprise,North America,Referral,1,0,0,15.36,0
2024-11-14,TXN_006686,Standard,Europe,Email,1,0,0,6.56,0
2024-11-14,TXN_006687,Premium,Europe,Email,1,0,0,11.3,0
2024-11-14,TXN_006688,Enterprise,Asia Pacific,Paid Search,1,0,0,42.51,0
2024-11-14,TXN_006689,Standard,Europe,Email,1,1,209.7,10.27,0
2024-11-14,TXN_006690,Enterprise,Latin America,Paid Search,1,0,0,34.9,0
2024-11-14,TXN_006691,Enterprise,Europe,Email,1,1,1560.3,12.83,0
2024-11-14,TXN_006692,Premium,North America,Social Media,1,0,0,21.49,0
2024-11-14,TXN_006693,Enterprise,North America,Direct,1,0,0,5.35,0
2024-11-14,TXN_006694,Startup,Asia Pacific,Direct,1,0,0,5.77,0
2024-11-14,TXN_006695,Startup,North America,Organic Search,1,0,0,28.95,0
2024-11-14,TXN_006696,Startup,Europe,Referral,1,0,0,12.91,0
2024-11-14,TXN_006697,Enterprise,North America,Email,1,0,0,16.26,0
2024-11-14,TXN_006698,Enterprise,Latin America,Referral,1,0,0,8.77,0
2024-11-14,TXN_006699,Small Business,Latin America,Paid Search,1,0,0,58.38,0
2024-11-14,TXN_006700,Startup,Latin America,Paid Search,1,0,0,32.85,0
2024-11-14,TXN_006701,Small Business,Asia Pacific,Direct,1,0,0,2.74,0
2024-11-14,TXN_006702,Enterprise,Asia Pacific,Referral,1,0,0,17.23,0
2024-11-14,TXN_006703,Standard,Latin America,Direct,1,1,278.26,4.05,0
2024-11-14,TXN_006704,Small Business,Asia Pacific,Paid Search,1,0,0,58.51,0
2024-11-14,TXN_006705,Enterprise,Asia Pacific,Paid Search,1,0,0,53.34,0
2024-11-14,TXN_006706,Startup,North America,Paid Search,1,0,0,70.36,0
2024-11-14,TXN_006707,Small Business,Europe,Direct,1,0,0,1.63,0
2024-11-14,TXN_006708,Premium,North America,Email,1,0,0,11.66,0
2024-11-14,TXN_006709,Enterprise,Latin America,Organic Search,1,0,0,22.28,0
2024-11-14,TXN_006710,Startup,North America,Referral,1,0,0,11.87,0
2024-11-14,TXN_006711,Enterprise,Asia Pacific,Social Media,1,0,0,42.75,0
2024-11-14,TXN_006712,Startup,North America,Referral,1,0,0,18.86,0
2024-11-14,TXN_006713,Small Business,Asia Pacific,Organic Search,1,0,0,13.95,0
2024-11-14,TXN_006714,Premium,Latin America,Referral,1,0,0,8.9,0
2024-11-14,TXN_006715,Startup,Latin America,Email,1,0,0,15.81,0
2024-11-14,TXN_006716,Small Business,Europe,Organic Search,1,0,0,25.49,0
2024-11-14,TXN_006717,Small Business,Europe,Paid Search,1,0,0,39.27,0
2024-11-14,TXN_006718,Small Business,Asia Pacific,Organic Search,1,0,0,15.3,0
2024-11-14,TXN_006719,Startup,North America,Direct,1,0,0,5.17,0
2024-11-14,TXN_006720,Startup,Europe,Referral,1,0,0,20.86,0
2024-11-14,TXN_006721,Startup,Europe,Referral,1,0,0,16.86,0
2024-11-14,TXN_006722,Startup,Europe,Social Media,1,0,0,31.39,0
2024-11-14,TXN_006723,Startup,Latin America,Social Media,1,0,0,42.8,0
2024-11-14,TXN_006724,Startup,Asia Pacific,Social Media,1,0,0,38.11,0
2024-11-14,TXN_006725,Enterprise,North America,Organic Search,1,0,0,21.74,0
2024-11-14,TXN_006726,Standard,Europe,Direct,1,0,0,4.88,0
2024-11-14,TXN_006727,Enterprise,Asia Pacific,Organic Search,1,0,0,17.51,0
2024-11-14,TXN_006728,Enterprise,Latin America,Referral,1,0,0,8.31,0
2024-11-14,TXN_006729,Standard,Asia Pacific,Email,1,0,0,19.48,0
2024-11-14,TXN_006730,Standard,North America,Direct,1,0,0,5.8,0
2024-11-14,TXN_006731,Enterprise,North America,Organic Search,1,0,0,23.59,0
2024-11-14,TXN_006732,Standard,Asia Pacific,Email,1,0,0,6.13,0
2024-11-14,TXN_006733,Small Business,Latin America,Referral,1,0,0,8.69,0
2024-11-14,TXN_006734,Enterprise,Asia Pacific,Social Media,1,0,0,38.72,0
2024-11-14,TXN_006735,Enterprise,North America,Direct,1,0,0,5.2,0
2024-11-14,TXN_006736,Standard,Latin America,Email,1,0,0,18.18,0
2024-11-14,TXN_006737,Standard,Europe,Social Media,1,0,0,35.23,0
2024-11-14,TXN_006738,Enterprise,Latin America,Paid Search,1,0,0,43.12,0
2024-11-14,TXN_006739,Premium,Latin America,Email,1,0,0,18.09,0
2024-11-14,TXN_006740,Enterprise,Latin America,Email,1,0,0,10.63,0
2024-11-14,TXN_006741,Enterprise,Europe,Social Media,1,0,0,41.71,0
2024-11-14,TXN_006742,Small Business,Latin America,Direct,1,0,0,7.55,0
2024-11-14,TXN_006743,Startup,North America,Email,1,0,0,10.83,0
2024-11-14,TXN_006744,Enterprise,Asia Pacific,Referral,1,0,0,24.3,0
2024-11-14,TXN_006745,Small Business,Asia Pacific,Paid Search,1,0,0,59.02,0
2024-11-14,TXN_006746,Standard,North America,Email,1,0,0,8.74,0
2024-11-14,TXN_006747,Small Business,Latin America,Paid Search,1,0,0,70.14,0
2024-11-14,TXN_006748,Premium,Latin America,Direct,1,0,0,0.4,0
2024-11-14,TXN_006749,Premium,Europe,Paid Search,1,0,0,61.86,0
2024-11-14,TXN_006750,Premium,North America,Direct,1,1,694.82,3.97,0
2024-11-14,TXN_006751,Premium,North America,Referral,1,0,0,22.5,0
2024-11-14,TXN_006752,Startup,Asia Pacific,Paid Search,1,0,0,53.86,0
2024-11-14,TXN_006753,Premium,Asia Pacific,Organic Search,1,0,0,16.87,0
2024-11-14,TXN_006754,Enterprise,North America,Referral,1,1,1100.41,19.33,0
2024-11-14,TXN_006755,Standard,Latin America,Social Media,1,0,0,29.88,0
2024-11-14,TXN_006756,Small Business,North America,Paid Search,1,0,0,66.63,0
2024-11-14,TXN_006757,Small Business,Latin America,Direct,1,0,0,0.64,0
2024-11-14,TXN_006758,Premium,Europe,Direct,1,0,0,2.88,0
2024-11-14,TXN_006759,Premium,North America,Email,1,0,0,15.91,0
2024-11-14,TXN_006760,Premium,Europe,Email,1,0,0,13.6,0
2024-11-14,TXN_006761,Premium,Europe,Referral,1,1,535.93,11.76,0
2024-11-14,TXN_006762,Enterprise,Latin America,Direct,1,0,0,9.92,0
2024-11-14,TXN_006763,Small Business,Europe,Referral,1,0,0,20.37,0
2024-11-15,TXN_006764,Premium,Europe,Organic Search,1,0,0,19.77,1
2024-11-15,TXN_006765,Small Business,North America,Direct,1,0,0,8.76,1
2024-11-15,TXN_006766,Small Business,North America,Direct,1,0,0,9.63,1
2024-11-15,TXN_006767,Standard,Asia Pacific,Social Media,1,0,0,29.94,1
2024-11-15,TXN_006768,Startup,Latin America,Organic Search,1,0,0,13.62,1
2024-11-15,TXN_006769,Small Business,North America,Paid Search,1,0,0,65.4,1
2024-11-15,TXN_006770,Enterprise,Asia Pacific,Direct,1,0,0,7.74,1
2024-11-15,TXN_006771,Enterprise,Latin America,Organic Search,1,0,0,19.25,1
2024-11-15,TXN_006772,Startup,Europe,Direct,1,0,0,7.82,1
2024-11-15,TXN_006773,Standard,Latin America,Direct,1,0,0,9.45,1
2024-11-15,TXN_006774,Enterprise,North America,Paid Search,1,0,0,74.82,1
2024-11-15,TXN_006775,Enterprise,Latin America,Paid Search,1,0,0,33.42,1
2024-11-15,TXN_006776,Enterprise,Latin America,Paid Search,1,0,0,33.8,1
2024-11-15,TXN_006777,Small Business,North America,Paid Search,1,0,0,60.26,1
2024-11-15,TXN_006778,Standard,Latin America,Direct,1,0,0,4.16,1
2024-11-15,TXN_006779,Small Business,Europe,Paid Search,1,0,0,52.79,1
2024-11-15,TXN_006780,Premium,North America,Email,1,0,0,9.03,1
2024-11-15,TXN_006781,Enterprise,Asia Pacific,Social Media,1,0,0,19.9,1
2024-11-15,TXN_006782,Small Business,Europe,Organic Search,1,0,0,15.85,1
2024-11-15,TXN_006783,Standard,North America,Referral,1,0,0,11.53,1
2024-11-15,TXN_006784,Premium,North America,Paid Search,1,1,244.16,65.01,1
2024-11-15,TXN_006785,Standard,Asia Pacific,Email,1,0,0,15.82,1
2024-11-15,TXN_006786,Premium,North America,Email,1,0,0,11.99,1
2024-11-15,TXN_006787,Startup,North America,Paid Search,1,0,0,35.12,1
2024-11-15,TXN_006788,Standard,Asia Pacific,Social Media,1,0,0,15.51,1
2024-11-15,TXN_006789,Enterprise,North America,Organic Search,1,0,0,19.71,1
2024-11-15,TXN_006790,Small Business,Europe,Organic Search,1,0,0,11.49,1
2024-11-15,TXN_006791,Startup,North America,Email,1,0,0,15.75,1
2024-11-15,TXN_006792,Premium,North America,Organic Search,1,0,0,11.29,1
2024-11-15,TXN_006793,Startup,North America,Paid Search,1,0,0,30.71,1
2024-11-15,TXN_006794,Enterprise,North America,Referral,1,1,1462.3,21.74,1
2024-11-15,TXN_006795,Startup,Asia Pacific,Referral,1,0,0,19.87,1
2024-11-15,TXN_006796,Startup,Asia Pacific,Social Media,1,0,0,41.7,1
2024-11-15,TXN_006797,Premium,Europe,Paid Search,1,0,0,36.26,1
2024-11-15,TXN_006798,Standard,Europe,Social Media,1,0,0,19.45,1
2024-11-15,TXN_006799,Startup,Latin America,Email,1,0,0,17.65,1
2024-11-15,TXN_006800,Startup,Europe,Referral,1,0,0,8.83,1
2024-11-15,TXN_006801,Standard,Latin America,Social Media,1,0,0,22.9,1
2024-11-15,TXN_006802,Small Business,Latin America,Referral,1,0,0,19.26,1
2024-11-15,TXN_006803,Small Business,Latin America,Email,1,0,0,12.14,1
2024-11-15,TXN_006804,Enterprise,Asia Pacific,Organic Search,1,0,0,13.14,1
2024-11-15,TXN_006805,Standard,Europe,Referral,1,0,0,10.5,1
2024-11-15,TXN_006806,Standard,Europe,Organic Search,1,0,0,21.24,1
2024-11-15,TXN_006807,Standard,North America,Direct,1,0,0,1.13,1
2024-11-15,TXN_006808,Premium,North America,Referral,1,1,659.81,8.88,1
2024-11-15,TXN_006809,Startup,Asia Pacific,Direct,1,0,0,0.28,1
2024-11-15,TXN_006810,Standard,Europe,Paid Search,1,0,0,29.66,1
2024-11-15,TXN_006811,Startup,North America,Direct,1,0,0,7.54,1
2024-11-15,TXN_006812,Standard,North America,Referral,1,1,149.15,11.86,1
2024-11-15,TXN_006813,Enterprise,Asia Pacific,Direct,1,1,1619.58,4.06,1
2024-11-15,TXN_006814,Small Business,Latin America,Direct,1,0,0,2.1,1
2024-11-15,TXN_006815,Premium,Asia Pacific,Paid Search,1,0,0,36.67,1
2024-11-15,TXN_006816,Premium,North America,Email,1,0,0,5.94,1
2024-11-15,TXN_006817,Startup,Europe,Referral,1,0,0,13.7,1
2024-11-15,TXN_006818,Enterprise,North America,Paid Search,1,0,0,39.75,1
2024-11-15,TXN_006819,Small Business,Europe,Paid Search,1,0,0,68.2,1
2024-11-15,TXN_006820,Standard,Europe,Referral,1,0,0,10.25,1
2024-11-15,TXN_006821,Standard,Europe,Referral,1,0,0,16.81,1
2024-11-15,TXN_006822,Standard,Asia Pacific,Email,1,0,0,13,1
2024-11-15,TXN_006823,Enterprise,Europe,Paid Search,1,0,0,51.13,1
2024-11-15,TXN_006824,Premium,Europe,Direct,1,0,0,1.91,1
2024-11-15,TXN_006825,Startup,Asia Pacific,Organic Search,1,0,0,26.04,1
2024-11-15,TXN_006826,Startup,Asia Pacific,Email,1,0,0,15.84,1
2024-11-15,TXN_006827,Standard,Asia Pacific,Organic Search,1,0,0,28.45,1
2024-11-15,TXN_006828,Premium,North America,Social Media,1,0,0,31.21,1
2024-11-15,TXN_006829,Standard,Europe,Referral,1,0,0,11.88,1
2024-11-15,TXN_006830,Small Business,Asia Pacific,Direct,1,0,0,0.29,1
2024-11-15,TXN_006831,Premium,Asia Pacific,Referral,1,0,0,12.89,1
2024-11-15,TXN_006832,Premium,Asia Pacific,Social Media,1,0,0,21.97,1
2024-11-15,TXN_006833,Small Business,North America,Referral,1,0,0,24.45,1
2024-11-15,TXN_006834,Startup,Europe,Referral,1,0,0,17.17,1
2024-11-15,TXN_006835,Premium,North America,Paid Search,1,0,0,60.14,1
2024-11-15,TXN_006836,Startup,Europe,Social Media,1,0,0,23.64,1
2024-11-15,TXN_006837,Small Business,Asia Pacific,Direct,1,0,0,5.73,1
2024-11-15,TXN_006838,Startup,Latin America,Referral,1,0,0,13.57,1
2024-11-15,TXN_006839,Premium,Latin America,Social Media,1,0,0,15.05,1
2024-11-15,TXN_006840,Standard,Latin America,Email,1,0,0,18.85,1
2024-11-15,TXN_006841,Standard,North America,Organic Search,1,0,0,25.17,1
2024-11-15,TXN_006842,Standard,Europe,Email,1,0,0,11.18,1
2024-11-15,TXN_006843,Startup,Europe,Social Media,1,0,0,43.71,1
2024-11-15,TXN_006844,Small Business,Latin America,Email,1,0,0,5.09,1
2024-11-15,TXN_006845,Enterprise,Europe,Email,1,0,0,19.33,1
2024-11-15,TXN_006846,Small Business,Asia Pacific,Paid Search,1,0,0,63.61,1
2024-11-15,TXN_006847,Standard,Latin America,Organic Search,1,0,0,16.17,1
2024-11-15,TXN_006848,Enterprise,Europe,Organic Search,1,0,0,28.38,1
2024-11-15,TXN_006849,Enterprise,North America,Direct,1,0,0,1.87,1
2024-11-15,TXN_006850,Startup,Europe,Referral,1,0,0,13.8,1
2024-11-15,TXN_006851,Small Business,Latin America,Referral,1,0,0,23.77,1
2024-11-15,TXN_006852,Enterprise,North America,Paid Search,1,0,0,37.7,1
2024-11-15,TXN_006853,Small Business,Latin America,Organic Search,1,0,0,27.64,1
2024-11-15,TXN_006854,Enterprise,Latin America,Organic Search,1,0,0,15.72,1
2024-11-15,TXN_006855,Standard,North America,Direct,1,0,0,5.15,1
2024-11-15,TXN_006856,Premium,Europe,Email,1,0,0,8.39,1
2024-11-15,TXN_006857,Premium,North America,Paid Search,1,0,0,74.13,1
2024-11-15,TXN_006858,Standard,Asia Pacific,Direct,1,1,117.5,6.82,1
2024-11-15,TXN_006859,Standard,Latin America,Organic Search,1,0,0,21.72,1
2024-11-15,TXN_006860,Startup,Asia Pacific,Organic Search,1,0,0,28.19,1
2024-11-15,TXN_006861,Startup,Latin America,Social Media,1,0,0,41.41,1
2024-11-15,TXN_006862,Enterprise,Asia Pacific,Paid Search,1,1,1287.6,37.5,1
2024-11-15,TXN_006863,Standard,Asia Pacific,Referral,1,0,0,13.42,1
2024-11-15,TXN_006864,Standard,Latin America,Direct,1,0,0,7.47,1
2024-11-15,TXN_006865,Standard,North America,Paid Search,1,0,0,55.34,1
2024-11-15,TXN_006866,Enterprise,Europe,Direct,1,0,0,4.13,1
2024-11-15,TXN_006867,Small Business,Latin America,Direct,1,0,0,3.51,1
2024-11-15,TXN_006868,Premium,Latin America,Social Media,1,0,0,17.41,1
2024-11-15,TXN_006869,Standard,Latin America,Paid Search,1,0,0,73.49,1
2024-11-15,TXN_006870,Startup,Latin America,Email,1,0,0,16.44,1
2024-11-15,TXN_006871,Small Business,North America,Email,1,0,0,11.59,1
2024-11-15,TXN_006872,Startup,North America,Paid Search,1,0,0,76.48,1
2024-11-15,TXN_006873,Premium,North America,Organic Search,1,0,0,12.52,1
2024-11-15,TXN_006874,Enterprise,North America,Paid Search,1,0,0,78.63,1
2024-11-15,TXN_006875,Startup,North America,Email,1,0,0,10.81,1
2024-11-15,TXN_006876,Standard,Asia Pacific,Direct,1,0,0,8.79,1
2024-11-15,TXN_006877,Standard,Latin America,Email,1,0,0,13.8,1
2024-11-15,TXN_006878,Standard,Asia Pacific,Referral,1,0,0,19.54,1
2024-11-15,TXN_006879,Premium,Asia Pacific,Email,1,1,795.45,11.17,1
2024-11-15,TXN_006880,Premium,Europe,Direct,1,0,0,9.24,1
2024-11-15,TXN_006881,Premium,Europe,Direct,1,0,0,6.86,1
2024-11-15,TXN_006882,Standard,North America,Referral,1,0,0,12.24,1
2024-11-15,TXN_006883,Enterprise,Asia Pacific,Organic Search,1,1,996.29,13.34,1
2024-11-15,TXN_006884,Small Business,Asia Pacific,Direct,1,0,0,1.47,1
2024-11-15,TXN_006885,Small Business,Europe,Email,1,0,0,5.21,1
2024-11-15,TXN_006886,Startup,Europe,Email,1,0,0,8.72,1
2024-11-15,TXN_006887,Startup,Asia Pacific,Social Media,1,0,0,40.61,1
2024-11-15,TXN_006888,Startup,North America,Referral,1,0,0,18.98,1
2024-11-15,TXN_006889,Standard,Europe,Email,1,0,0,8,1
2024-11-15,TXN_006890,Enterprise,Europe,Direct,1,0,0,5.38,1
2024-11-15,TXN_006891,Small Business,North America,Organic Search,1,0,0,23.27,1
2024-11-15,TXN_006892,Small Business,Latin America,Paid Search,1,0,0,31.98,1
2024-11-15,TXN_006893,Enterprise,North America,Social Media,1,0,0,39.63,1
2024-11-15,TXN_006894,Small Business,North America,Referral,1,0,0,15.78,1
2024-11-15,TXN_006895,Startup,Latin America,Paid Search,1,0,0,35.96,1
2024-11-15,TXN_006896,Enterprise,Asia Pacific,Email,1,1,1652.31,18.14,1
2024-11-15,TXN_006897,Small Business,Latin America,Referral,1,0,0,13.92,1
2024-11-15,TXN_006898,Small Business,Latin America,Referral,1,0,0,10.77,1
2024-11-15,TXN_006899,Enterprise,North America,Social Media,1,0,0,36.29,1
2024-11-15,TXN_006900,Enterprise,Europe,Referral,1,0,0,24.82,1
2024-11-15,TXN_006901,Startup,Europe,Email,1,0,0,15.84,1
2024-11-15,TXN_006902,Standard,Europe,Referral,1,0,0,14.81,1
2024-11-15,TXN_006903,Startup,North America,Email,1,0,0,18.55,1
2024-11-15,TXN_006904,Startup,Latin America,Direct,1,0,0,5.97,1
2024-11-15,TXN_006905,Small Business,North America,Direct,1,0,0,5.68,1
2024-11-15,TXN_006906,Startup,Europe,Direct,1,0,0,3.53,1
2024-11-15,TXN_006907,Small Business,Latin America,Email,1,0,0,7.69,1
2024-11-15,TXN_006908,Startup,Latin America,Social Media,1,0,0,22.97,1
2024-11-15,TXN_006909,Premium,Europe,Direct,1,0,0,7.1,1
2024-11-15,TXN_006910,Startup,North America,Referral,1,0,0,22.79,1
2024-11-15,TXN_006911,Small Business,Latin America,Social Media,1,0,0,16.31,1
2024-11-15,TXN_006912,Enterprise,Europe,Social Media,1,0,0,34.13,1
2024-11-15,TXN_006913,Premium,Latin America,Social Media,1,0,0,41.34,1
2024-11-15,TXN_006914,Premium,Asia Pacific,Direct,1,0,0,5.48,1
2024-11-15,TXN_006915,Standard,Asia Pacific,Social Media,1,0,0,25.23,1
2024-11-15,TXN_006916,Standard,Asia Pacific,Organic Search,1,0,0,27.12,1
2024-11-15,TXN_006917,Enterprise,Latin America,Direct,1,0,0,8.28,1
2024-11-15,TXN_006918,Standard,Latin America,Direct,1,0,0,6.19,1
2024-11-15,TXN_006919,Small Business,Latin America,Referral,1,0,0,24.94,1
2024-11-15,TXN_006920,Premium,North America,Referral,1,0,0,12.14,1
2024-11-15,TXN_006921,Enterprise,Latin America,Referral,1,0,0,10.83,1
2024-11-15,TXN_006922,Standard,Latin America,Direct,1,0,0,0.27,1
2024-11-15,TXN_006923,Standard,Latin America,Email,1,0,0,12.58,1
2024-11-15,TXN_006924,Small Business,North America,Direct,1,0,0,5.93,1
2024-11-15,TXN_006925,Standard,Latin America,Paid Search,1,0,0,46.14,1
2024-11-15,TXN_006926,Small Business,Latin America,Paid Search,1,0,0,52.99,1
2024-11-15,TXN_006927,Small Business,Europe,Referral,1,0,0,19.69,1
2024-11-15,TXN_006928,Startup,Latin America,Social Media,1,0,0,25.85,1
2024-11-15,TXN_006929,Standard,North America,Social Media,1,0,0,28.29,1
2024-11-15,TXN_006930,Startup,Europe,Referral,1,1,41.61,16.2,1
2024-11-15,TXN_006931,Premium,Latin America,Referral,1,0,0,8.72,1
2024-11-15,TXN_006932,Standard,Latin America,Direct,1,0,0,8.94,1
2024-11-15,TXN_006933,Startup,Latin America,Organic Search,1,0,0,11.38,1
2024-11-15,TXN_006934,Startup,Europe,Paid Search,1,0,0,35.78,1
2024-11-15,TXN_006935,Small Business,North America,Email,1,0,0,18.66,1
2024-11-15,TXN_006936,Startup,Europe,Social Media,1,0,0,31.39,1
2024-11-15,TXN_006937,Standard,Asia Pacific,Direct,1,0,0,0.41,1
2024-11-15,TXN_006938,Small Business,Asia Pacific,Direct,1,0,0,8.77,1
2024-11-16,TXN_006939,Premium,North America,Social Media,1,0,0,41.59,1
2024-11-16,TXN_006940,Small Business,Europe,Email,1,0,0,6.96,1
2024-11-16,TXN_006941,Small Business,Europe,Paid Search,1,0,0,78.42,1
2024-11-16,TXN_006942,Premium,Asia Pacific,Direct,1,0,0,1.67,1
2024-11-16,TXN_006943,Standard,North America,Direct,1,0,0,5.36,1
2024-11-16,TXN_006944,Premium,North America,Email,1,0,0,16.88,1
2024-11-16,TXN_006945,Standard,Europe,Referral,1,0,0,21.85,1
2024-11-16,TXN_006946,Premium,North America,Social Media,1,0,0,30.96,1
2024-11-16,TXN_006947,Enterprise,North America,Organic Search,1,0,0,20.22,1
2024-11-16,TXN_006948,Enterprise,Latin America,Email,1,1,663.63,10.27,1
2024-11-16,TXN_006949,Startup,North America,Organic Search,1,0,0,15.68,1
2024-11-16,TXN_006950,Standard,Latin America,Social Media,1,0,0,23.12,1
2024-11-16,TXN_006951,Standard,Latin America,Direct,1,0,0,0.58,1
2024-11-16,TXN_006952,Small Business,Latin America,Referral,1,0,0,23.22,1
2024-11-16,TXN_006953,Premium,North America,Paid Search,1,0,0,33.74,1
2024-11-16,TXN_006954,Small Business,North America,Organic Search,1,0,0,15.47,1
2024-11-16,TXN_006955,Enterprise,North America,Organic Search,1,0,0,28.99,1
2024-11-16,TXN_006956,Enterprise,Europe,Organic Search,1,0,0,29.93,1
2024-11-16,TXN_006957,Enterprise,North America,Paid Search,1,0,0,72.86,1
2024-11-16,TXN_006958,Small Business,Asia Pacific,Direct,1,0,0,4.84,1
2024-11-16,TXN_006959,Small Business,Latin America,Referral,1,1,50.99,10.86,1
2024-11-16,TXN_006960,Enterprise,Europe,Organic Search,1,0,0,16.22,1
2024-11-16,TXN_006961,Premium,Latin America,Direct,1,0,0,7.08,1
2024-11-16,TXN_006962,Enterprise,North America,Referral,1,1,1785.96,18.39,1
2024-11-16,TXN_006963,Premium,Europe,Referral,1,0,0,21.73,1
2024-11-16,TXN_006964,Premium,Europe,Organic Search,1,0,0,19.22,1
2024-11-16,TXN_006965,Small Business,Europe,Email,1,0,0,16.57,1
2024-11-16,TXN_006966,Startup,Europe,Social Media,1,0,0,17.82,1
2024-11-16,TXN_006967,Small Business,Europe,Email,1,0,0,9.49,1
2024-11-16,TXN_006968,Small Business,Europe,Referral,1,0,0,13.85,1
2024-11-16,TXN_006969,Standard,Europe,Organic Search,1,0,0,11.22,1
2024-11-16,TXN_006970,Startup,Latin America,Email,1,0,0,18.73,1
2024-11-16,TXN_006971,Premium,North America,Social Media,1,0,0,33.6,1
2024-11-16,TXN_006972,Premium,North America,Organic Search,1,0,0,23.69,1
2024-11-16,TXN_006973,Premium,Asia Pacific,Paid Search,1,0,0,36.99,1
2024-11-16,TXN_006974,Startup,Europe,Organic Search,1,0,0,13.55,1
2024-11-16,TXN_006975,Enterprise,North America,Paid Search,1,0,0,37.41,1
2024-11-16,TXN_006976,Premium,Asia Pacific,Referral,1,0,0,16.53,1
2024-11-16,TXN_006977,Premium,Latin America,Paid Search,1,0,0,52.6,1
2024-11-16,TXN_006978,Premium,Latin America,Social Media,1,0,0,43.33,1
2024-11-16,TXN_006979,Small Business,North America,Social Media,1,0,0,15.52,1
2024-11-16,TXN_006980,Standard,Latin America,Direct,1,1,240.01,0.78,1
2024-11-16,TXN_006981,Enterprise,North America,Referral,1,0,0,22.14,1
2024-11-16,TXN_006982,Small Business,North America,Social Media,1,0,0,38.28,1
2024-11-16,TXN_006983,Startup,Asia Pacific,Referral,1,0,0,9.51,1
2024-11-16,TXN_006984,Startup,Europe,Social Media,1,0,0,24.28,1
2024-11-16,TXN_006985,Premium,North America,Direct,1,0,0,9.94,1
2024-11-16,TXN_006986,Startup,Latin America,Paid Search,1,0,0,42.38,1
2024-11-16,TXN_006987,Premium,Latin America,Paid Search,1,0,0,26.98,1
2024-11-16,TXN_006988,Enterprise,Asia Pacific,Email,1,1,778.56,5.41,1
2024-11-16,TXN_006989,Small Business,Asia Pacific,Paid Search,1,0,0,63.95,1
2024-11-16,TXN_006990,Small Business,Latin America,Email,1,0,0,18.32,1
2024-11-16,TXN_006991,Standard,North America,Email,1,1,67.26,7.05,1
2024-11-16,TXN_006992,Small Business,Asia Pacific,Social Media,1,0,0,16.74,1
2024-11-16,TXN_006993,Enterprise,Asia Pacific,Organic Search,1,1,1256.74,18.01,1
2024-11-16,TXN_006994,Small Business,North America,Organic Search,1,0,0,19.49,1
2024-11-16,TXN_006995,Small Business,Asia Pacific,Paid Search,1,0,0,36.31,1
2024-11-16,TXN_006996,Small Business,Europe,Social Media,1,0,0,40.8,1
2024-11-16,TXN_006997,Standard,Europe,Referral,1,0,0,21.13,1
2024-11-16,TXN_006998,Standard,Asia Pacific,Email,1,0,0,11.94,1
2024-11-16,TXN_006999,Small Business,Europe,Direct,1,0,0,5.04,1
2024-11-16,TXN_007000,Standard,Latin America,Referral,1,0,0,18.65,1
2024-11-16,TXN_007001,Small Business,North America,Organic Search,1,0,0,15.24,1
2024-11-16,TXN_007002,Enterprise,Europe,Email,1,0,0,11.12,1
2024-11-16,TXN_007003,Premium,Latin America,Paid Search,1,0,0,57.43,1
2024-11-16,TXN_007004,Premium,North America,Direct,1,0,0,6.87,1
2024-11-16,TXN_007005,Premium,Latin America,Referral,1,0,0,16.54,1
2024-11-16,TXN_007006,Standard,Latin America,Social Media,1,0,0,22.07,1
2024-11-16,TXN_007007,Small Business,North America,Organic Search,1,0,0,21.37,1
2024-11-16,TXN_007008,Startup,Latin America,Direct,1,0,0,6.75,1
2024-11-16,TXN_007009,Premium,Europe,Organic Search,1,0,0,28.04,1
2024-11-16,TXN_007010,Premium,Europe,Social Media,1,0,0,31.16,1
2024-11-16,TXN_007011,Startup,North America,Email,1,0,0,19.03,1
2024-11-16,TXN_007012,Small Business,North America,Referral,1,0,0,14.86,1
2024-11-16,TXN_007013,Standard,Asia Pacific,Referral,1,0,0,11.72,1
2024-11-16,TXN_007014,Enterprise,Europe,Organic Search,1,1,737.27,21.67,1
2024-11-16,TXN_007015,Premium,Asia Pacific,Referral,1,0,0,19.32,1
2024-11-16,TXN_007016,Premium,Asia Pacific,Paid Search,1,0,0,32.55,1
2024-11-16,TXN_007017,Startup,North America,Direct,1,0,0,7.66,1
2024-11-16,TXN_007018,Enterprise,Europe,Email,1,1,1289.21,19.65,1
2024-11-16,TXN_007019,Premium,Asia Pacific,Direct,1,0,0,7.84,1
2024-11-16,TXN_007020,Standard,North America,Referral,1,0,0,18.35,1
2024-11-16,TXN_007021,Standard,Europe,Social Media,1,0,0,29.36,1
2024-11-16,TXN_007022,Premium,Latin America,Organic Search,1,0,0,28.72,1
2024-11-16,TXN_007023,Standard,North America,Email,1,0,0,16.6,1
2024-11-16,TXN_007024,Startup,North America,Email,1,0,0,14.49,1
2024-11-16,TXN_007025,Startup,Asia Pacific,Social Media,1,0,0,31.39,1
2024-11-16,TXN_007026,Standard,Latin America,Paid Search,1,0,0,60.99,1
